id,sender,node,receiver,user_id_sender,status_id_sender,created_at_sender,text_sender,source_sender,display_text_width_sender,reply_to_status_id_sender,reply_to_user_id_sender,reply_to_screen_name_sender,is_quote_sender,is_retweet_sender,favorite_count_sender,retweet_count_sender,quote_count_sender,reply_count_sender,hashtags_sender,symbols_sender,urls_url_sender,urls_t.co_sender,urls_expanded_url_sender,media_url_sender,media_t.co_sender,media_expanded_url_sender,media_type_sender,ext_media_url_sender,ext_media_t.co_sender,ext_media_expanded_url_sender,ext_media_type_sender,mentions_user_id_sender,mentions_screen_name_sender,lang_sender,quoted_status_id_sender,quoted_text_sender,quoted_created_at_sender,quoted_source_sender,quoted_favorite_count_sender,quoted_retweet_count_sender,quoted_user_id_sender,quoted_screen_name_sender,quoted_name_sender,quoted_followers_count_sender,quoted_friends_count_sender,quoted_statuses_count_sender,quoted_location_sender,quoted_description_sender,quoted_verified_sender,retweet_status_id_sender,retweet_text_sender,retweet_created_at_sender,retweet_source_sender,retweet_favorite_count_sender,retweet_retweet_count_sender,retweet_user_id_sender,retweet_screen_name_sender,retweet_name_sender,retweet_followers_count_sender,retweet_friends_count_sender,retweet_statuses_count_sender,retweet_location_sender,retweet_description_sender,retweet_verified_sender,place_url_sender,place_name_sender,place_full_name_sender,place_type_sender,country_sender,country_code_sender,geo_coords_sender,coords_coords_sender,bbox_coords_sender,status_url_sender,name_sender,location_sender,description_sender,url_sender,protected_sender,followers_count_sender,friends_count_sender,listed_count_sender,statuses_count_sender,favourites_count_sender,account_created_at_sender,verified_sender,profile_url_sender,profile_expanded_url_sender,account_lang_sender,profile_banner_url_sender,profile_background_url_sender,profile_image_url_sender,user_id_receiver,status_id_receiver,created_at_receiver,text_receiver,source_receiver,display_text_width_receiver,reply_to_status_id_receiver,reply_to_user_id_receiver,reply_to_screen_name_receiver,is_quote_receiver,is_retweet_receiver,favorite_count_receiver,retweet_count_receiver,quote_count_receiver,reply_count_receiver,hashtags_receiver,symbols_receiver,urls_url_receiver,urls_t.co_receiver,urls_expanded_url_receiver,media_url_receiver,media_t.co_receiver,media_expanded_url_receiver,media_type_receiver,ext_media_url_receiver,ext_media_t.co_receiver,ext_media_expanded_url_receiver,ext_media_type_receiver,mentions_user_id_receiver,mentions_screen_name_receiver,lang_receiver,quoted_status_id_receiver,quoted_text_receiver,quoted_created_at_receiver,quoted_source_receiver,quoted_favorite_count_receiver,quoted_retweet_count_receiver,quoted_user_id_receiver,quoted_screen_name_receiver,quoted_name_receiver,quoted_followers_count_receiver,quoted_friends_count_receiver,quoted_statuses_count_receiver,quoted_location_receiver,quoted_description_receiver,quoted_verified_receiver,retweet_status_id_receiver,retweet_text_receiver,retweet_created_at_receiver,retweet_source_receiver,retweet_favorite_count_receiver,retweet_retweet_count_receiver,retweet_user_id_receiver,retweet_screen_name_receiver,retweet_name_receiver,retweet_followers_count_receiver,retweet_friends_count_receiver,retweet_statuses_count_receiver,retweet_location_receiver,retweet_description_receiver,retweet_verified_receiver,place_url_receiver,place_name_receiver,place_full_name_receiver,place_type_receiver,country_receiver,country_code_receiver,geo_coords_receiver,coords_coords_receiver,bbox_coords_receiver,status_url_receiver,name_receiver,location_receiver,description_receiver,url_receiver,protected_receiver,followers_count_receiver,friends_count_receiver,listed_count_receiver,statuses_count_receiver,favourites_count_receiver,account_created_at_receiver,verified_receiver,profile_url_receiver,profile_expanded_url_receiver,account_lang_receiver,profile_banner_url_receiver,profile_background_url_receiver,profile_image_url_receiver,outdegree,indegree
101,NA,duanecoop,duanecoop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111528018,1420501066173534210,2021-07-28T21:47:00Z,"I am saddened by the loss of Dr. Janis Oldham, sisterly figure during our years together in grad school and cherish… https://t.co/QbqekaAoOY",Twitter for iPhone,NA,NA,NA,NA,FALSE,FALSE,5,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1420501066173534210,Duane Cooper,,"Assoc. Professor of Mathematics, Morehouse College (for identification only; I speak for myself on Twitter, not for my college)",https://t.co/0GFXj49SG0,FALSE,148,31,3,107,89,2010-02-05T07:01:05Z,FALSE,https://t.co/0GFXj49SG0,http://www.morehouse.edu/facstaff/dcooper/,NA,https://pbs.twimg.com/profile_banners/111528018/1374363378,http://abs.twimg.com/images/themes/theme2/bg.gif,http://pbs.twimg.com/profile_images/378800000041959151/9591b9cfdce924894d14860bfc869141_normal.jpeg,0,6
102,ecology_chris,ecology_chris,NA,263600855,1446641451153100801,2021-10-09T00:59:33Z,"@jfairbairn lol
https://t.co/lksmvqD1WI",Twitter for iPhone,NA,1446636699077910530,14250702,jfairbairn,FALSE,FALSE,1,0,NA,NA,,,,,,,,,,,,,NA,,,und,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446641451153100801,Chris Corriere,"Atlanta, Georgia",Sociotechnological Mathematician. Complexity Scientist.,https://t.co/qSu6gACxCP,FALSE,1363,1038,186,33563,28108,2011-03-10T10:52:47Z,FALSE,https://t.co/qSu6gACxCP,http://www.ecology-computing.com,NA,https://pbs.twimg.com/profile_banners/263600855/1624033229,http://abs.twimg.com/images/themes/theme13/bg.gif,http://pbs.twimg.com/profile_images/1405923376170930184/B3wVmO2u_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0
103,EdsiNetwork,EdsiNetwork,NA,1087737078866235392,1378399199142817795,2021-04-03T17:29:13Z,TPSE Math welcomes applications and nominations for our Director of Strategy and Implementation position.  For more… https://t.co/V6ZsS3eulS,Twitter for Android,NA,NA,NA,NA,FALSE,TRUE,0,4,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1378354029282131973,TPSE Math welcomes applications and nominations for our Director of Strategy and Implementation position.  For more… https://t.co/V6ZsS3eulS,2021-04-03T14:29:43Z,Twitter Web App,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1378399199142817795,EDSINetwork,United States,"Environmental Data Science Inclusion Network: promoting #dataethics, #equity, #inclusion in #bigdata #datascience #environmentalscience",https://t.co/8wkhM0VGqP,FALSE,289,167,0,554,599,2019-01-22T15:41:43Z,FALSE,https://t.co/8wkhM0VGqP,http://edsin.qubeshub.org,NA,NA,NA,http://pbs.twimg.com/profile_images/1087737995355217921/UZSKbZW4_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0
104,ef_math,ef_math,NA,1225276794,1446611409299718148,2021-10-08T23:00:11Z,"@NanehApkarian Heh, not that an adjunct stipend would mean much to a senator I guess.",Twitter Web App,NA,1446611246598471684,1225276794,ef_math,FALSE,FALSE,1,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446611409299718148,Eddie Fuller,"Miami, FL","Professor of Mathematics and Director of the Center for Transforming Teaching in Mathematics @FIU. @AAAS_STPF Alum. Data, SpaceTime and Neuroscience nerd.",NA,FALSE,537,1520,33,6576,12531,2013-02-27T15:22:40Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/1225276794/1362488935,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1292137579207438342/cmXXCfBY_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
105,NA,ElieNYC,ElieNYC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40353407,1446623574312329220,2021-10-08T23:48:31Z,".@ElieNYC: ""Garland right now is not rising to meet the moment that our constitutional crisis requires.""… https://t.co/FKMplHsokR",Twitter Web App,NA,NA,NA,NA,FALSE,TRUE,0,307,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446622583508643840,".@ElieNYC: ""Garland right now is not rising to meet the moment that our constitutional crisis requires.""… https://t.co/FKMplHsokR",2021-10-08T23:44:35Z,Wildmoka,982,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446623574312329220,Elie Mystal,NY,Justice Correspondent: @thenation Alignment: Neutral Good. Str:12 Dex:8 Con:15 Int:13 Wis:10 Char:14 Class: Paladin. Strong Against: Republicans.,https://t.co/cr4eb6JcYl,FALSE,297772,4521,2376,45418,67847,2009-05-15T22:47:11Z,TRUE,https://t.co/cr4eb6JcYl,https://www.thenation.com/authors/elie-mystal/,NA,https://pbs.twimg.com/profile_banners/40353407/1621607851,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1395750605369618433/1pfyBFXj_normal.jpg,0,1
106,elizabethmunch,elizabethmunch,elizabethmunch,60768243,1446627895636643842,2021-10-09T00:05:42Z,"Hi! I’m not math Twitter—I’m literacy Twitter—nice to meet you 🙂

I would say that Ss are not taught to read in mat… https://t.co/dMxmYaZT9M",Twitter for Android,NA,NA,NA,NA,FALSE,TRUE,0,1,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446621859504656385,"Hi! I’m not math Twitter—I’m literacy Twitter—nice to meet you 🙂

I would say that Ss are not taught to read in mat… https://t.co/dMxmYaZT9M",2021-10-08T23:41:42Z,Twitter for iPhone,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446627895636643842,Dr. Liz Munch,"East Lansing, MI","Mathematician. Fully vaxed. Asst prof in @CMSE_at_MSU studying TDA. 55N31, 62R40. Mother of two dragons. Half of a 2-body opportunity. She/her.",https://t.co/j7lkFV0YHP,FALSE,1574,1899,29,4107,34969,2009-07-28T01:13:59Z,FALSE,https://t.co/j7lkFV0YHP,http://www.elizabethmunch.com,NA,https://pbs.twimg.com/profile_banners/60768243/1591057961,http://abs.twimg.com/images/themes/theme3/bg.gif,http://pbs.twimg.com/profile_images/1438231462885539842/iMVgAh3j_normal.jpg,60768243,1446627895636643842,2021-10-09T00:05:42Z,"Hi! I’m not math Twitter—I’m literacy Twitter—nice to meet you 🙂

I would say that Ss are not taught to read in mat… https://t.co/dMxmYaZT9M",Twitter for Android,NA,NA,NA,NA,FALSE,TRUE,0,1,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446621859504656385,"Hi! I’m not math Twitter—I’m literacy Twitter—nice to meet you 🙂

I would say that Ss are not taught to read in mat… https://t.co/dMxmYaZT9M",2021-10-08T23:41:42Z,Twitter for iPhone,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446627895636643842,Dr. Liz Munch,"East Lansing, MI","Mathematician. Fully vaxed. Asst prof in @CMSE_at_MSU studying TDA. 55N31, 62R40. Mother of two dragons. Half of a 2-body opportunity. She/her.",https://t.co/j7lkFV0YHP,FALSE,1574,1899,29,4107,34969,2009-07-28T01:13:59Z,FALSE,https://t.co/j7lkFV0YHP,http://www.elizabethmunch.com,NA,https://pbs.twimg.com/profile_banners/60768243/1591057961,http://abs.twimg.com/images/themes/theme3/bg.gif,http://pbs.twimg.com/profile_images/1438231462885539842/iMVgAh3j_normal.jpg,9,4
107,EllisMathEd,EllisMathEd,NA,821580276,1446460729997942789,2021-10-08T13:01:26Z,窓の外がすごい。 https://t.co/q2hoGA0dyb,Twitter for Android,NA,NA,NA,NA,FALSE,TRUE,0,596,NA,NA,,,,,,,,,,,,,NA,,,ja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446309471001530369,窓の外がすごい。 https://t.co/q2hoGA0dyb,2021-10-08T03:00:23Z,Twitter for Android,4334,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446460729997942789,Mark Ellis,,"equity-minded math educator, work to shift practices and beliefs in education, love middle school, lifelong learner, enjoy hiking in the forest  he/him/his",https://t.co/zKEUqEO6ba,FALSE,827,370,14,2927,11936,2012-09-13T14:13:50Z,FALSE,https://t.co/zKEUqEO6ba,http://ellismathed.weebly.com,NA,NA,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1359900242699640837/NQNwQg_z_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
108,emilyriehl,emilyriehl,NA,324766896,1445548654392078342,2021-10-06T00:37:10Z,@DrEugeniaCheng 😡,Twitter for Android,NA,1445540669007613954,1219628612,DrEugeniaCheng,FALSE,FALSE,3,0,NA,NA,,,,,,,,,,,,,NA,,,und,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1445548654392078342,Emily Riehl,"Baltimore, MD","category theorist, working mathematician",https://t.co/vS9KA7iHeP,FALSE,11715,476,208,4481,7820,2011-06-27T05:23:06Z,FALSE,https://t.co/vS9KA7iHeP,http://www.math.jhu.edu/~eriehl,NA,https://pbs.twimg.com/profile_banners/324766896/1413607329,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/900650727730683904/575kskBt_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0
109,EmilyTWinn13,EmilyTWinn13,NA,1080492667895717888,1445483601752059905,2021-10-05T20:18:41Z,"For more than three years, I, a lifetime @RedSox fan, have been in love with a @Yankees fan.

Tonight, we face the… https://t.co/NC9bLGBJoF",Twitter for Android,NA,NA,NA,NA,FALSE,FALSE,16,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1445483601752059905,Emily T. Winn (she/her),"Providence, RI",Applied math PhD candidate @ Brown | @lorin_crawford Lab | #NSFGRFP | Research: shape/TDA summary stats | curator of GRE and comp exam databases for math | #BLM,https://t.co/c9TA8folZM,FALSE,824,571,12,376,539,2019-01-02T15:55:01Z,FALSE,https://t.co/c9TA8folZM,http://www.emilytwinn.com,NA,https://pbs.twimg.com/profile_banners/1080492667895717888/1575558777,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1080494036845252609/lLX9VLvH_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
110,Enchilaudanum,Enchilaudanum,NA,17842136,1446634872945119235,2021-10-09T00:33:25Z,It’s insane that a Penguin wrote all those classics,Twitter for Android,NA,NA,NA,NA,FALSE,TRUE,0,4511,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1442589865049210886,It’s insane that a Penguin wrote all those classics,2021-09-27T20:40:00Z,Twitter for iPhone,28626,4511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446634872945119235,Keith Jones,NY,"Assoc. Prof. of Mathematics at SUNY Oneonta. 
Loves math(s), analog games, all the food(s) (but not all at once), and being outdoors in any weather.
He/Him.",https://t.co/pEGoYpE1uk,FALSE,207,409,1,4274,15745,2008-12-03T17:30:44Z,FALSE,https://t.co/pEGoYpE1uk,http://inputrandomness.com,NA,NA,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1209876527187447808/aTBnIpFR_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0
111,NA,ErikaTCamacho,ErikaTCamacho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1073138107891896320,1445929557488451585,2021-10-07T01:50:45Z,"Join us on Oct 7 for the @NSF Distinguished Lecture, moderated by NSB member and @CatholicUniv Provost Aaron Doming… https://t.co/YUldv5q9lS",Twitter Web App,NA,NA,NA,NA,FALSE,TRUE,0,7,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1442900850532179977,"Join us on Oct 7 for the @NSF Distinguished Lecture, moderated by NSB member and @CatholicUniv Provost Aaron Doming… https://t.co/YUldv5q9lS",2021-09-28T17:15:45Z,Twitter Web App,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1445929557488451585,Erika Tatiana Camacho,"Phoenix, AZ","Applied Math faculty, Retina modeling, East LA-Wellesley-Cornell-LANL-ASU-MIT-ASU, PAESMEM & AAAS Mentor Awardee, student of Jaime Escalante, AMS Council.",https://t.co/qWXaPdPCdE,FALSE,331,174,8,270,792,2018-12-13T08:50:37Z,FALSE,https://t.co/qWXaPdPCdE,http://www.public.asu.edu/~etcamach/,NA,NA,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1073141729329504256/nOuxq8HD_normal.jpg,0,6
112,eringriffin003,eringriffin003,NA,998843436,1403358615109398532,2021-06-11T14:29:01Z,"Watching                      Working
someone work             on your own
  on their PhD                      PhD https://t.co/w1O8OtUfs2",Twitter for iPhone,NA,NA,NA,NA,FALSE,TRUE,0,5,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1403346559811481604,"Watching                      Working
someone work             on your own
  on their PhD                      PhD https://t.co/w1O8OtUfs2",2021-06-11T13:41:07Z,Twitter for iPhone,56,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1403358615109398532,Erin Griffin,,fifth year math PhD student studying differential geometry. she/her,NA,FALSE,41,124,0,41,163,2012-12-09T08:24:37Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/998843436/1355042373,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1203402193140944903/DHGKnRqL_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
113,ESMathTeacher,ESMathTeacher,NA,427996787,1446590584219602946,2021-10-08T21:37:26Z,"@jarmstrong03 Yes, often it is ppl who've been out of the classroom for a long time.",Twitter for Android,NA,1446587147457372167,2646287696,jarmstrong03,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446590584219602946,Shraddha Shirude,,Ethnic Studies Math Teacher | Secretary Director @WAEthnicStudies | Author of the Seattle Ethnic Studies Math Framework | venmo @ESMathTeacher,https://t.co/Xo0FNmOWf7,FALSE,2579,872,19,7496,39459,2011-12-04T06:38:46Z,FALSE,https://t.co/Xo0FNmOWf7,https://esmathteacher.wordpress.com/,NA,https://pbs.twimg.com/profile_banners/427996787/1566007586,http://abs.twimg.com/images/themes/theme13/bg.gif,http://pbs.twimg.com/profile_images/1295200902320549888/2Q0YOv3r_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
114,eterEphemeral,eterEphemeral,NA,813867393512419328,1446652017770860548,2021-10-09T01:41:33Z,"@stacycay @TungusBusko ""some of my friends care more about defending a guy who doesn’t even know who they are than… https://t.co/k0Ze4cUzyD",Twitter Web App,NA,1446550424262168585,1264974162105376775,stacycay,FALSE,FALSE,0,0,NA,NA,,,,,,,,,,,,,NA,,,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,https://twitter.com/NA/status/1446652017770860548,RandomWhovian,"Los Angeles, CA","Abby, AMAB, 30, She/Her, closeted transgirl (keep it secret okay?). Biracial, half-black, half-white. Raised in black household. Idk if last pt important.",https://t.co/oTcyVJe3Ik,FALSE,435,4999,0,28189,85633,2016-12-27T22:01:22Z,FALSE,https://t.co/oTcyVJe3Ik,http://blacklivesmatter.com,NA,https://pbs.twimg.com/profile_banners/813867393512419328/1482878462,NA,http://pbs.twimg.com/profile_images/1416273168457560064/3ccATggp_normal.jpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
